,RunId,iteration,Step,nVehicles,percent_emergency,Vehicle,Mean_speed,Emergency,Emergency_collisions,TrafficLight,Car0_direction,Car1_direction,Car2_direction,Car3_direction,Car4_direction,Vehicles_crossed_left,Vehicles_crossed_up,Vehicles_crossed_down,Vehicles_crossed_right
259,1,0,58,10,0.2,10,2.3,2,3,4,3,3,1,1,2,0,0,0,0
260,1,0,59,10,0.2,10,2.3,2,3,4,3,3,1,1,2,1,0,0,0
261,1,0,60,10,0.2,10,2.3,2,3,4,3,3,1,1,2,0,0,0,0
262,1,0,61,10,0.2,10,2.3,2,3,4,3,3,1,1,2,0,0,0,1
263,1,0,62,10,0.2,10,2.3,2,3,4,3,3,1,1,2,0,0,0,1
264,1,0,63,10,0.2,10,2.3,2,3,4,3,3,1,1,2,0,0,0,0
265,1,0,64,10,0.2,10,2.3,2,3,4,3,3,1,1,2,0,0,0,0
266,1,0,65,10,0.2,10,2.3,2,3,4,3,3,1,1,2,0,0,0,0
267,1,0,66,10,0.2,10,2.3,2,3,4,3,3,1,1,2,0,0,0,0
268,1,0,67,10,0.2,10,2.3,2,3,4,4,3,1,1,2,0,0,0,0
269,1,0,68,10,0.2,10,2.3,2,3,4,4,3,1,1,2,0,0,0,0
270,1,0,69,10,0.2,10,2.3,2,3,4,4,3,1,1,2,0,0,0,0
271,1,0,70,10,0.2,10,2.3,2,3,4,4,3,1,1,2,0,0,0,0
272,1,0,71,10,0.2,10,2.3,2,3,4,4,3,1,1,2,0,0,0,0
273,1,0,72,10,0.2,10,2.3,2,3,4,5,3,1,1,2,0,0,0,1
274,1,0,73,10,0.2,10,2.3,2,3,4,5,3,1,1,2,0,0,0,0
275,1,0,74,10,0.2,10,2.3,2,3,4,5,3,1,1,2,0,0,0,0
276,1,0,75,10,0.2,10,2.3,2,3,4,5,3,1,1,2,0,0,0,0
277,1,0,76,10,0.2,10,2.3,2,3,4,5,4,1,1,2,0,0,0,0
278,1,0,77,10,0.2,10,2.3,2,3,4,5,4,1,1,2,0,0,0,0
279,1,0,78,10,0.2,10,2.3,2,3,4,5,4,1,1,2,1,0,0,0
280,1,0,79,10,0.2,10,2.3,2,3,4,5,4,1,1,2,0,0,0,0
281,1,0,80,10,0.2,10,2.3,2,3,4,5,4,1,1,2,0,0,0,0
282,1,0,81,10,0.2,10,2.3,2,3,4,5,4,1,1,2,0,0,0,0
283,1,0,82,10,0.2,10,2.3,2,3,4,5,4,1,1,2,0,0,0,0
284,1,0,83,10,0.2,10,2.3,2,3,4,5,5,1,1,2,0,1,0,0
285,1,0,84,10,0.2,10,2.3,2,3,4,5,5,1,1,2,0,0,0,0
286,1,0,85,10,0.2,10,2.3,2,3,4,5,5,1,1,2,0,0,0,0
287,1,0,86,10,0.2,10,2.3,2,3,4,5,5,1,1,2,0,0,0,0
288,1,0,87,10,0.2,10,2.3,2,3,4,5,5,1,1,2,0,0,0,0
289,1,0,88,10,0.2,10,2.3,2,3,4,5,5,1,1,2,0,1,0,0
290,1,0,89,10,0.2,10,2.3,2,3,4,5,5,1,1,2,0,0,0,0
291,1,0,90,10,0.2,10,2.3,2,3,4,5,5,1,1,2,0,0,0,0
292,1,0,91,10,0.2,10,2.3,2,3,4,5,5,1,1,2,0,0,0,0
293,1,0,92,10,0.2,10,2.3,2,3,4,6,5,1,1,2,0,0,0,0
294,1,0,93,10,0.2,10,2.3,2,3,4,6,5,2,1,2,0,0,0,0
295,1,0,94,10,0.2,10,2.3,2,3,4,6,5,2,1,2,0,0,0,0
296,1,0,95,10,0.2,10,2.3,2,3,4,6,5,2,1,2,0,0,0,0
297,1,0,96,10,0.2,10,2.3,2,3,4,6,5,2,1,2,0,0,0,0
298,1,0,97,10,0.2,10,2.3,2,3,4,7,5,2,1,2,0,1,0,0
299,1,0,98,10,0.2,10,2.3,2,3,4,7,5,3,1,2,0,0,1,0
300,1,0,99,10,0.2,10,2.3,2,3,4,7,5,3,1,2,0,0,0,0
301,1,0,100,10,0.2,10,2.3,2,3,4,7,5,3,1,2,0,0,0,0
